"","Country","City","AQI Value","AQI Category","lat","lng"
"1482","Philippines","Carmen",80,"Moderate",9.8167,124.2
"1483","Philippines","Carmen",80,"Moderate",8.9999,125.2648
"1484","Philippines","Carmen",80,"Moderate",9.2289,126.0167
"1485","United States of America","Casas Adobes",42,"Good",32.3423,-111.0113
"1486","Serbia","Surdulica",59,"Moderate",42.695,22.1672
"1487","South Africa","Swellendam",71,"Moderate",-34.0231,20.44
"1488",NA,"Tacloban",64,"Moderate",11.2444,125.0039
"1489",NA,"Tadotsu",45,"Good",34.2729,133.7586
"1490","Japan","Tahara",44,"Good",34.6688,137.2809
"1491","United States of America","Tamarac",150,"Unhealthy",26.2056,-80.2539
"1492","France","Tarnos",60,"Moderate",43.5406,-1.4614
"1493","Germany","Tauberbischofsheim",52,"Moderate",49.6225,9.6628
"1494","United States of America","Taylorville",57,"Moderate",39.5328,-89.2804
"1495","Mexico","Tecuala",54,"Moderate",22.4004,-105.46
"1496","Mexico","Tejupilco",67,"Moderate",18.9058,-100.1528
"1497","United States of America","Tempe",52,"Moderate",33.3881,-111.9319
"1498","United States of America","Temple Terrace",73,"Moderate",28.0436,-82.3773
"1499","Mexico","Tenancingo",224,"Very Unhealthy",18.9608,-99.5906
"1500",NA,"Ternate",22,"Good",0.78,127.3819
"1501",NA,"Ternate",22,"Good",14.2833,120.7167
"1502","United States of America","Terrell",60,"Moderate",32.734,-96.2931
"1503","United States of America","The Colony",71,"Moderate",33.0925,-96.8976
"1504","France","Thouars",30,"Good",46.975,-0.2153
"1505","Mexico","Tijuana",59,"Moderate",32.525,-117.0333
"1506","India","Tinsukia",40,"Good",27.5,95.367
"1507","Côte d'Ivoire","Touba",29,"Good",14.8667,-15.8833
"1508","Côte d'Ivoire","Touba",29,"Good",8.2833,-7.6833
"1509","France","Tournefeuille",31,"Good",43.5853,1.3442
"1510","Greece","Tripoli",44,"Good",32.8872,13.1914
"1511","Greece","Tripoli",44,"Good",34.4367,35.8344
"1512","Peru","Trujillo",47,"Good",-8.112,-79.0288
"1513","Peru","Trujillo",47,"Good",15.9186,-85.9533
"1514","Peru","Trujillo",47,"Good",9.417,-70.5
"1515","Peru","Trujillo",47,"Good",4.25,-76.3333
"1516","Peru","Trujillo",47,"Good",39.4653,-5.8789
"1517","Czechia","Turnov",63,"Moderate",50.5873,15.1569
"1518","Russian Federation","Tutayev",35,"Good",57.8833,39.55
"1519","United States of America","Universal City",31,"Good",29.5521,-98.3074
"1520","Philippines","Urdaneta",77,"Moderate",15.9761,120.5711
"1521","Finland","Uusikaupunki",28,"Good",60.8,21.4167
"1522","Ukraine","Uzhhorod",68,"Moderate",48.6239,22.295
"1523","Italy","Varedo",78,"Moderate",45.6,9.1667
"1524","United States of America","Vega Alta",113,"Unhealthy for Sensitive Groups",18.4151,-66.3211
"1525","France","Vernouillet",60,"Moderate",48.7208,1.3606
"1526","France","Vernouillet",60,"Moderate",48.9722,1.9833
"1527","Russian Federation","Vichuga",52,"Moderate",57.2,41.9167
"1528","Argentina","Villeta",90,"Moderate",5.0083,-74.4738
"1529","Argentina","Villeta",90,"Moderate",-25.51,-57.56
"1530","France","Viroflay",63,"Moderate",48.8,2.1722
"1531","Italy","Vittoria",57,"Moderate",36.95,14.5333
"1532","Italy","Volterra",35,"Good",43.4,10.8667
"1533","Germany","Wadern",53,"Moderate",49.5167,6.8667
"1534","Germany","Wadersloh",46,"Good",51.7386,8.2514
"1535","United States of America","Walker",47,"Good",42.9853,-85.7446
"1536","Germany","Warendorf",39,"Good",51.9539,7.9933
"1537","Germany","Wedel",33,"Good",53.5833,9.7
"1538","Poland","Wejherowo",33,"Good",54.6,18.25
"1539","United States of America","Wells",29,"Good",51.2094,-2.645
"1540","United States of America","Wells",29,"Good",43.3267,-70.6336
"1541","Germany","Wermelskirchen",47,"Good",51.15,7.2167
"1542","United States of America","West Bend",54,"Moderate",43.4173,-88.1818
"1543","Canada","Wetaskiwin",41,"Good",52.9694,-113.3769
"1544","Switzerland","Wetzikon",113,"Unhealthy for Sensitive Groups",47.3167,8.8
"1545","United States of America","Willimantic",35,"Good",41.7171,-72.2114
"1546","United States of America","Winnetka",63,"Moderate",42.1064,-87.7421
"1547","United States of America","Woodbury",56,"Moderate",44.9057,-92.923
"1548","United States of America","Woodbury",56,"Moderate",41.3284,-74.1004
"1549","United States of America","Woodbury",56,"Moderate",39.8379,-75.1524
"1550","United States of America","Woodbury",56,"Moderate",40.8176,-73.4703
"1551","United States of America","Woodbury",56,"Moderate",41.5615,-73.207
"1552","United States of America","Wright",72,"Moderate",30.4445,-86.6419
"1553","Kenya","Wundanyi",40,"Good",-3.3983,38.3603
"1554","Cameroon","Yagoua",57,"Moderate",10.3428,15.2406
"1555","Mexico","Yahualica",51,"Moderate",20.9531,-98.38
"1556","United States of America","Yeadon",59,"Moderate",39.9325,-75.2527
"1557","United States of America","Yeadon",59,"Moderate",53.869,-1.688
"1558","Japan","Yoshikawa",51,"Moderate",35.8939,139.8414
"1559","Netherlands","Zevenaar",37,"Good",51.9167,6.0667
"1560","China","Zhangzhou",145,"Unhealthy for Sensitive Groups",24.5093,117.6612
"1561","China","Zhumadian",137,"Unhealthy for Sensitive Groups",32.9773,114.0253
"1562","Russian Federation","Beloretsk",37,"Good",53.9667,58.4
"1563","Liberia","Bensonville",56,"Moderate",6.4456,-10.6097
"1564","United States of America","Bethel Park",44,"Good",40.3238,-80.0364
"1565","Poland","Bielawa",69,"Moderate",50.7,16.6167
"1566","Italy","Biella",90,"Moderate",45.5667,8.0667
"1567","United States of America","Big Spring",61,"Moderate",32.2389,-101.4799
"1568","United States of America","Bound Brook",64,"Moderate",40.5676,-74.5383
"1569",NA,"Broadstairs",41,"Good",51.3589,1.4394
"1570","Nicaragua","Somotillo",77,"Moderate",13.0447,-86.9044
"1571","India","Soro",97,"Moderate",21.29,86.69
"1572","Russian Federation","Sosenskiy",34,"Good",54.05,35.9667
"1573","United States of America","South Lyon",87,"Moderate",42.4614,-83.6526
"1574","United States of America","South River",55,"Moderate",40.4455,-74.3783
"1575","Germany","Stadtallendorf",72,"Moderate",50.8333,9.0167
"1576","Russian Federation","Staraya Russa",31,"Good",58,31.3333
"1577","United States of America","Suisun City",50,"Good",38.2473,-122.0091
"1578","United Republic of Tanzania","Sumbawanga",23,"Good",-7.9667,31.6167
"1579","United States of America","Sun Prairie",41,"Good",43.1825,-89.2362
"1580","United States of America","Upper Arlington",74,"Moderate",40.0272,-83.0704
"1581","Russian Federation","Usinsk",32,"Good",66,57.5333
"1582","Poland","Ustka",41,"Good",54.5833,16.85
"1583","Spain","Utiel",55,"Moderate",39.5672,-1.2067
"1584","Russian Federation","Uyar",32,"Good",55.8267,94.3153
"1585","United States of America","Valinda",140,"Unhealthy for Sensitive Groups",34.04,-117.93
"1586","Lao People's Democratic Republic","Vientiane",45,"Good",17.9667,102.6
"1587","Austria","Enns",62,"Moderate",48.2167,14.475
"1588","India","Erode",56,"Moderate",11.3409,77.7171
"1589","Italy","Este",94,"Moderate",45.2333,11.6667
"1590","United States of America","Ewa Beach",30,"Good",21.3181,-158.0073
"1591","United States of America","Fallbrook",74,"Moderate",33.3693,-117.2259
"1592","Brazil","Fartura",32,"Good",-23.3883,-49.51
"1593","France","Floirac",51,"Moderate",44.8364,-0.5258
"1594","United States of America","Florissant",88,"Moderate",38.7996,-90.3269
"1595","United States of America","Forest Park",81,"Moderate",41.8683,-87.8157
"1596","United States of America","Forest Park",81,"Moderate",39.2861,-84.5258
"1597","United States of America","Forest Park",81,"Moderate",33.6209,-84.359
"1598","Brazil","Formiga",44,"Good",-20.4639,-45.4258
"1599","Colombia","Espinal",103,"Unhealthy for Sensitive Groups",4.2,-74.8333
"1600","Guatemala","Olintepeque",94,"Moderate",14.8833,-91.5167
"1601","Germany","Olpe",50,"Good",51.0167,7.8333
"1602","Belgium","Opwijk",43,"Good",50.9667,4.1833
"1603","United States of America","Oregon",42,"Good",41.6524,-83.4321
"1604","United States of America","Oregon",42,"Good",42.9253,-89.3892
"1605","Russian Federation","Osa",35,"Good",57.3,55.4667
"1606","Netherlands","Oss",37,"Good",51.7667,5.5167
"1607","United States of America","Oswego",54,"Moderate",41.6834,-88.3372
"1608","United States of America","Oswego",54,"Moderate",43.4516,-76.5005
"1609","Brazil","Ouricuri",21,"Good",-7.8828,-40.0819
"1610","Colombia","Ovejas",60,"Moderate",9.5,-75.1667
"1611","Germany","Overath",48,"Good",50.95,7.3
"1612","Brazil","Pacajus",25,"Good",-4.1728,-38.4608
"1613","Thailand","Pak Phanang",69,"Moderate",8.3538,100.2023
"1614","Mexico","Palau",54,"Moderate",27.9167,-101.4167
"1615","Italy","Palestrina",43,"Good",41.8333,12.9
"1616","United States of America","Papillion",47,"Good",41.1511,-96.0665
"1617","Brazil","Paraipaba",42,"Good",-3.4389,-39.1478
"1618","India","Pattukkottai",63,"Moderate",10.43,79.32
"1619","India","Pawai",196,"Unhealthy",24.2664,80.162
"1620","Brazil","Pedregulho",42,"Good",-20.2569,-47.4767
"1621","Russian Federation","Pestovo",42,"Good",58.6,35.8167
"1622","Russian Federation","Petrozavodsk",28,"Good",61.7833,34.35
"1623","Slovakia","Pezinok",67,"Moderate",48.2919,17.2661
"1624","India","Phalodi",500,"Hazardous",27.131,72.364
"1625","United States of America","Pharr",150,"Unhealthy",26.1685,-98.1904
"1626","United States of America","Philadelphia",61,"Moderate",40.0077,-75.1339
"1627","United States of America","Pineville",48,"Good",31.3414,-92.4096
"1628","United States of America","Pineville",48,"Good",35.0864,-80.8915
"1629",NA,"Piombino",40,"Good",42.9348,10.5221
"1630","Brazil","Piracaia",102,"Unhealthy for Sensitive Groups",-23.0539,-46.3581
"1631","Italy","Pisa",39,"Good",43.7167,10.4
"1632","France","Ploemeur",32,"Good",47.7358,-3.4311
"1633","Russian Federation","Pokrovka",58,"Moderate",42.75,71.6
"1634","Ukraine","Polohy",40,"Good",47.4796,36.2611
"1635",NA,"Pomorie",40,"Good",42.5683,27.6167
"1636","India","Porbandar",167,"Unhealthy",21.6425,69.6047
"1637","Australia","Port Macquarie",29,"Good",-31.4333,152.9
"1638","Portugal","Porto",28,"Good",41.1621,-8.622
"1639","Portugal","Porto",28,"Good",-3.8928,-42.71
"1640","South Africa","Potchefstroom",188,"Unhealthy",-26.715,27.1033
"1641","Thailand","Prachin Buri",57,"Moderate",14.0567,101.3739
"1642","Italy","Prato",37,"Good",43.8808,11.0966
"1643","Italy","Priverno",40,"Good",41.4667,13.1833
"1644",NA,"Puerto Real",32,"Good",36.5292,-6.1919
"1645","Italy","Putignano",48,"Good",40.85,17.1167
"1646","Azerbaijan","Qax",32,"Good",41.4225,46.9242
"1647","China","Qingquan",178,"Unhealthy",38.7823,101.0826
"1648","Portugal","Quarteira",38,"Good",37.069,-8.103
"1649","United States of America","Quartz Hill",72,"Moderate",34.6527,-118.2163
"1650","Italy","Ragusa",54,"Moderate",36.925,14.7306
"1651","United States of America","Rosenberg",34,"Good",29.5456,-95.8223
"1652",NA,"Rottingdean",52,"Moderate",50.815,-0.065
"1653","Czechia","Roznov",60,"Moderate",46.8356,26.5117
"1654","Venezuela (Bolivarian Republic of)","Rubio",34,"Good",7.7,-72.35
"1655","Bulgaria","Ruse",37,"Good",43.8231,25.9539
"1656","United Kingdom of Great Britain and Northern Ireland","Rushden",50,"Good",52.288,-0.601
"1657","United States of America","Russellville",79,"Moderate",35.2762,-93.1383
"1658","United States of America","Russellville",79,"Moderate",34.5055,-87.7283
"1659","United States of America","Rye",70,"Moderate",41.0075,-73.6872
"1660","United States of America","Rye",70,"Moderate",50.95,0.73
"1661","Japan","Sabae",43,"Good",35.9565,136.1843
"1662","Japan","Sagamihara",50,"Good",35.5667,139.3667
"1663","India","Sahaspur",182,"Unhealthy",29.121,78.621
"1664","United States of America","Saint Helens",39,"Good",53.45,-2.75
"1665",NA,"Sakaiminato",44,"Good",35.5333,133.2333
"1666","United Kingdom of Great Britain and Northern Ireland","Sale",34,"Good",34.0333,-6.8
"1667","United Kingdom of Great Britain and Northern Ireland","Sale",34,"Good",53.424,-2.322
"1668","United Kingdom of Great Britain and Northern Ireland","Sale",34,"Good",-38.1,147.0667
"1669","Mexico","Salina Cruz",60,"Moderate",16.1833,-95.2
"1670","France","Sallaumines",50,"Good",50.4197,2.8622
"1671","Madagascar","Sambava",22,"Good",-14.2667,50.1667
"1672","Bhutan","Samdrup Jongkhar",31,"Good",26.8,91.505
"1673","Chile","San Bernardo",240,"Very Unhealthy",-33.5833,-70.7
"1674","Chile","San Bernardo",240,"Very Unhealthy",1.5108,-77.0467
"1675","Chile","San Bernardo",240,"Very Unhealthy",-27.2667,-60.7
"1676","Italy","San Giorgio Ionico",48,"Good",40.45,17.3667
"1677",NA,"San Jose",45,"Good",37.3012,-121.848
"1678",NA,"San Jose",45,"Good",12.3528,121.0676
"1679",NA,"San Jose",45,"Good",15.7919,120.99
"1680",NA,"San Jose",45,"Good",10.7433,121.9411
"1681",NA,"San Jose",45,"Good",10.18,125.5683
"1682",NA,"San Jose",45,"Good",13.8772,121.105
"1683",NA,"San Jose",45,"Good",13.6981,123.5186
"1684",NA,"San Jose",45,"Good",10.0083,125.5889
"1685",NA,"San Jose",45,"Good",9.4167,123.2333
"1686",NA,"San Jose",45,"Good",12.531,124.487
"1687","Costa Rica","San Josecito",83,"Moderate",10.0126,-84.1119
"1688","Costa Rica","San Josecito",83,"Moderate",9.8885,-84.1055
"1689","United States of America","San Pablo",55,"Moderate",14.07,121.325
"1690","United States of America","San Pablo",55,"Moderate",37.9629,-122.3426
"1691","United States of America","San Pablo",55,"Moderate",9.9918,-84.0937
"1692","United States of America","San Pablo",55,"Moderate",7.4825,-73.925
"1693","United States of America","San Pablo",55,"Moderate",7.6578,123.4597
"1694","United States of America","San Pablo",55,"Moderate",17.4478,121.795
"1695","United States of America","San Pablo",55,"Moderate",1.6725,-77.0139
"1696","United States of America","San Pablo",55,"Moderate",-40.4,-73.0167
"1697","Costa Rica","San Rafael Arriba",79,"Moderate",9.8778,-84.0708
"1698","India","Sanquelim",84,"Moderate",15.5027,73.7669
"1699","Italy","Sansepolcro",37,"Good",43.5756,12.1439
"1700","United States of America","Santa Clara",66,"Moderate",22.4069,-79.9649
"1701","United States of America","Santa Clara",66,"Moderate",37.3646,-121.968
"1702","United States of America","Santa Clara",66,"Moderate",44.1154,-123.1344
"1703","Ecuador","Santo Domingo",70,"Moderate",18.4764,-69.8933
"1704","Ecuador","Santo Domingo",70,"Moderate",15.59,120.8786
"1705","Ecuador","Santo Domingo",70,"Moderate",22.5833,-80.2383
"1706","Ecuador","Santo Domingo",70,"Moderate",9.988,-84.0686
"1707","Ecuador","Santo Domingo",70,"Moderate",13.235,123.7769
"1708","Ecuador","Santo Domingo",70,"Moderate",17.6414,120.4108
"1709","Ecuador","Santo Domingo",70,"Moderate",12.2631,-85.0822
"1710","Ecuador","Santo Domingo",70,"Moderate",6.4708,-75.1658
"1711","Colombia","Santo Tomas",85,"Moderate",14.0833,121.1833
"1712","Colombia","Santo Tomas",85,"Moderate",7.5333,125.6167
"1713","Colombia","Santo Tomas",85,"Moderate",15,120.75
"1714","Colombia","Santo Tomas",85,"Moderate",16.2833,120.3833
"1715","Colombia","Santo Tomas",85,"Moderate",17.4,121.7667
"1716","Brazil","Saquarema",83,"Moderate",-22.92,-42.51
"1717","Iran (Islamic Republic of)","Sarakhs",90,"Moderate",36.545,61.1578
"1718","France","Saverne",65,"Moderate",48.7414,7.3619
"1719",NA,"Savona",37,"Good",44.308,8.481
"1720","Germany","Schifferstadt",52,"Moderate",49.3833,8.3667
"1721","France","Schiltigheim",65,"Moderate",48.6078,7.75
"1722","Germany","Schmelz",52,"Moderate",49.4167,6.8333
"1723","Germany","Schramberg",69,"Moderate",48.2269,8.3842
"1724","Germany","Schriesheim",53,"Moderate",49.4736,8.6592
"1725","Austria","Schwechat",66,"Moderate",48.1411,16.4786
"1726","United States of America","Sebring",55,"Moderate",27.477,-81.453
"1727","India","Selu",126,"Unhealthy for Sensitive Groups",19.4551,76.4372
"1728","Slovakia","Senica",64,"Moderate",48.6806,17.3667
"1729","Gambia","Serekunda",158,"Unhealthy",13.4333,-16.6667
"1730","Italy","Sesto Fiorentino",36,"Good",43.8333,11.2
"1731","Russian Federation","Sherlovaya Gora",32,"Good",50.5306,116.3006
"1732","Japan","Shimabara",47,"Good",32.7878,130.3697
"1733","India","Shirhatti",53,"Moderate",15.2313,75.5772
"1734","Indonesia","Sibolga",35,"Good",1.7425,98.7792
"1735",NA,"Sines",34,"Good",37.9547,-8.8644
"1736","Thailand","Sing Buri",32,"Good",14.8911,100.4031
"1737","United Kingdom of Great Britain and Northern Ireland","Skegness",35,"Good",53.1436,0.3428
"1738","Russian Federation","Slobodskoy",34,"Good",58.7208,50.185
"1739","Italy","Rapallo",45,"Good",44.35,9.2333
"1740","Germany","Riedlingen",78,"Moderate",48.1553,9.4728
"1741","United States of America","Riverton",54,"Moderate",40.5176,-111.9636
"1742","United States of America","Riverton",54,"Moderate",43.0421,-108.4144
"1743","United Kingdom of Great Britain and Northern Ireland","Rochdale",30,"Good",53.6136,-2.161
"1744","United States of America","Rocklin",70,"Moderate",38.8075,-121.2489
"1745","Thailand","Non Sung",50,"Good",15.1788,102.2514
"1746","United States of America","North Massapequa",63,"Moderate",40.7031,-73.4678
"1747","United States of America","Norwood",34,"Good",39.1605,-84.4535
"1748","United States of America","Norwood",34,"Good",42.1861,-71.1948
"1749","United States of America","Novato",40,"Good",38.092,-122.5575
"1750","Brazil","Novo Cruzeiro",23,"Good",-17.4678,-41.875
"1751","Russian Federation","Novorossiysk",46,"Good",44.7167,37.75
"1752","Mexico","Nueva Rosita",54,"Moderate",27.939,-101.218
"1753","Russian Federation","Nyagan",32,"Good",62.1333,65.3833
"1754","United States of America","Oakton",51,"Moderate",38.8887,-77.3016
"1755","Germany","Oberasbach",47,"Good",49.4219,10.9583
"1756","Netherlands","Oldenzaal",35,"Good",52.3167,6.9333
"1757","Russian Federation","Soltsy",60,"Moderate",58.1333,30.3167
"1758","El Salvador","Sonsonate",88,"Moderate",13.7167,-89.7167
"1759","Hungary","Sopron",71,"Moderate",47.6849,16.5831
"1760","United States of America","South Pasadena",122,"Unhealthy for Sensitive Groups",34.1103,-118.1573
"1761","Germany","Spenge",38,"Good",52.1333,8.4833
"1762","United States of America","Springdale",86,"Moderate",36.1901,-94.1574
"1763","United States of America","Springdale",86,"Moderate",39.8769,-74.9724
"1764","United States of America","Springdale",86,"Moderate",39.2909,-84.476
"1765","Belgium","Stabroek",37,"Good",51.3333,4.3667
"1766","Belgium","Staden",42,"Good",50.975,3.0147
"1767","Germany","Stadthagen",36,"Good",52.3247,9.2069
"1768","United Kingdom of Great Britain and Northern Ireland","Stafford",41,"Good",52.807,-2.117
"1769","United Kingdom of Great Britain and Northern Ireland","Stafford",41,"Good",39.7049,-74.2643
"1770","United Kingdom of Great Britain and Northern Ireland","Stafford",41,"Good",29.6271,-95.5654
"1771","United Kingdom of Great Britain and Northern Ireland","Stafford",41,"Good",41.9876,-72.3122
"1772","Belgium","Steenokkerzeel",44,"Good",50.9189,4.5083
